0,8943
0,7756
0,7337
0,6399
0,6445
0,7329
0,6769
0,7103
0,5709
0,5900
0,6202
0,6030
0,6287
0,5603
0,5345
0,5300
0,6049
0,6066
0,6079
0,6300
0,6534
0,6800
0,5737
0,5839
0,6092
0,6107
0,6106
0,6200
0,6191
0,5400
0,4228
0,4221
0,4112
0,4100
0,6305
0,5681
0,5137
0,4068
0,3179
0,3400
0,4225
0,4500
0,3357
0,3100
0,2810
0,2742
0,2523
0,2200
0,3579
0,4200
0,4268
0,3398
0,3316
0,2800
0,3704
0,1800
0,2507
0,2570
0,3363
0,2620
0,1303
0,1100
0,1453
0,1500
0,1704
0,1751
0,1782
0,2012
0,1909
0,2123
0,2047
0,2096
0,2234
0,1729
0,2079
0,0700
0,0909
0,1800
-0,0827
-0,1200
-0,1153
-0,0200
-0,0360
-0,0800
0,1608
0,1033
0,1397
0,0100
-0,0536
-0,0900
0,0351
0,0300
0,0132
0,0072
-0,0351
-0,0700
-0,0779
-0,0820
-0,0944
-0,0902
-0,0824
-0,1000
-0,1510
-0,2000
0,0101
0,0600
0,0326
0,0200
0,0090
-0,0207
0,0069
-0,0300
0,0593
0,0979
0,1087
0,0600
0,0480
0,0300
-0,1137
-0,0698
0,0272
-0,1400
0,0451
-0,0935
-0,1041
0,0800
0,0244
0,0100
-0,0464
-0,0600
-0,1631
-0,1700
-0,0616
-0,0800
-0,0534
-0,0545
-0,0549
-0,0400
0,1546
0,1413
0,1703
0,2068
0,2890
0,2600
0,1580
0,1400
0,1303
0,1310
0,1318
0,1300
0,0445
0,0991
-0,0104
-0,0256
-0,0282
-0,0200
-0,0156
-0,0200
-0,1111
-0,1500
-0,1780
-0,1900
-0,1032
-0,1400
-0,2413
-0,1573
-0,1145
-0,1137
-0,0972
-0,0900
-0,2742
-0,2496
-0,2937
-0,1492
-0,2226
-0,2920
-0,1453
-0,2000
-0,0563
-0,0802
-0,1696
-0,2000
-0,2646
-0,2800
-0,2071
-0,2400
-0,2221
-0,2700
-0,1409
-0,1894
-0,2054
-0,2600
-0,2266
-0,2472
-0,1993
-0,2500
-0,3073
-0,2986
-0,2873
-0,3400
-0,0641
-0,1100
-0,1317
-0,1500
-0,1914
-0,2153
-0,3212
-0,3763
-0,3911
-0,4400
-0,3740
-0,4200
-0,4308
-0,4264
-0,4362
-0,4200
-0,3687
-0,2207
-0,2131
-0,2100
-0,2910
-0,2700
-0,4004
-0,4400
-0,3498
-0,2788
-0,2519
-0,2600
-0,1454
-0,1400
-0,0728
-0,1052
-0,1135
-0,1500
-0,2561
-0,1316
-0,1216
-0,1053
-0,0956
-0,1400
-0,2299
-0,2100
-0,2809
-0,3000
-0,3235
-0,2900
-0,2797
-0,2600
-0,2456
-0,2400
-0,3264
-0,1393
-0,3087
-0,1100
-0,1975
-0,2000
-0,2437
-0,2727
-0,2453
-0,2900
-0,2245
-0,3000
-0,2156
-0,2700
-0,1534
-0,1900
-0,0764
-0,0753
-0,0751
-0,1233
-0,1248
