0,8943
0,7934
0,8191
0,6912
0,6705
0,8466
0,6152
0,6241
0,6156
0,6249
0,6185
0,6214
0,6287
0,6230
0,6092
0,6214
0,6090
0,6147
0,6079
0,6084
0,6088
0,6085
0,6083
0,6088
0,6092
0,4448
0,4654
0,4962
0,4448
0,4792
0,4228
0,4445
0,5129
0,4768
0,4747
0,4396
0,5137
0,5089
0,3911
0,4610
0,3700
0,3367
0,3357
0,3900
0,3674
0,3661
0,3514
0,3516
0,4004
0,3836
0,3925
0,4001
0,3990
0,3803
0,3704
0,1637
0,3406
0,3089
0,2498
0,2911
0,1303
0,1477
0,1677
0,1506
0,1445
0,1387
0,1782
0,1977
0,2206
0,2169
0,1834
0,1936
0,2234
0,1370
0,1831
0,1576
0,1287
0,1575
-0,0827
0,0664
0,1519
0,0829
0,0348
0,0504
0,1608
0,1156
0,1278
0,0489
0,0775
0,0463
0,0351
0,0274
0,0127
0,0126
0,0004
0,0234
-0,0155
-0,0251
-0,1029
-0,0575
-0,1170
-0,0896
-0,1510
-0,1068
-0,1172
-0,0814
-0,1394
0,0404
0,0763
0,1045
0,1014
0,0878
0,0861
0,0887
0,1087
0,0425
0,0256
-0,1275
0,0190
0,1086
-0,1349
0,0242
-0,0323
-0,0837
-0,0937
-0,0639
0,0244
-0,0560
0,0086
0,0208
-0,0573
-0,0463
-0,0616
-0,0544
-0,0289
-0,0576
-0,0279
-0,0277
-0,0093
0,1167
0,0157
0,1141
0,1427
0,0690
0,1580
0,1334
0,1186
0,1299
0,1483
0,1161
0,0963
0,0638
0,0507
0,0136
0,0249
0,0451
-0,0156
-0,0768
-0,0233
-0,0248
-0,0677
-0,0311
-0,1032
-0,0854
-0,0933
-0,0737
-0,0918
-0,0720
-0,0663
-0,1219
-0,0753
-0,1220
-0,1100
-0,0769
-0,1699
-0,1461
-0,1663
-0,1592
-0,1441
-0,1377
-0,1371
-0,2079
-0,1709
-0,1638
-0,2101
-0,2039
-0,2221
-0,2065
-0,1996
-0,2035
-0,2175
-0,2142
-0,1983
-0,2374
-0,2774
-0,2535
-0,2599
-0,2523
-0,2873
-0,2993
-0,3028
-0,2920
-0,2915
-0,2931
-0,3079
-0,3664
-0,3622
-0,3400
-0,3660
-0,3219
-0,3740
-0,3699
-0,3729
-0,3712
-0,3737
-0,3688
-0,3687
-0,3955
-0,4115
-0,3902
-0,3856
-0,3825
-0,4187
-0,2911
-0,1584
-0,4093
-0,2744
-0,2007
-0,1454
-0,2074
-0,1608
-0,2150
-0,2410
-0,1565
-0,2561
-0,2480
-0,2468
-0,2456
-0,2507
-0,2439
-0,2299
-0,2833
-0,2458
-0,3089
-0,2336
-0,2589
-0,3108
-0,2631
-0,2377
-0,3001
-0,2478
-0,1722
-0,1065
-0,1578
-0,1097
-0,1349
-0,1594
-0,1941
-0,2094
-0,1629
-0,1787
-0,1684
-0,1921
-0,1723
-0,1534
-0,1260
-0,1460
-0,1308
-0,1433
-0,1373
-0,1248
