0,8943
0,7644
0,7823
0,6794
0,6769
0,6464
0,6152
0,6242
0,6264
0,6271
0,6196
0,6256
0,6287
0,6087
0,6277
0,6086
0,6125
0,6277
0,6079
0,6087
0,6081
0,6089
0,6083
0,6091
0,6092
0,5771
0,5182
0,4521
0,5268
0,4471
0,4228
0,5063
0,4395
0,5000
0,5087
0,4937
0,5137
0,3850
0,4279
0,3748
0,4324
0,4907
0,3357
0,3945
0,3490
0,3820
0,3692
0,3901
0,4004
0,3761
0,3753
0,3964
0,3982
0,3914
0,3704
0,1873
0,2505
0,1960
0,3556
0,2419
0,1303
0,1651
0,1655
0,1412
0,1624
0,1450
0,1782
0,1807
0,1840
0,2204
0,2203
0,2203
0,2234
0,1905
0,0126
0,1045
0,0010
0,0891
-0,0827
0,0587
0,0684
0,0400
0,0011
0,0505
0,1608
0,0868
0,0696
0,0635
0,1308
0,0929
0,0351
0,0285
0,0130
0,0040
0,0108
0,0153
-0,0155
-0,0842
-0,1427
-0,0195
-0,0826
-0,0556
-0,1510
0,0093
-0,1004
-0,1255
-0,1283
-0,1265
0,0763
0,1084
0,0984
0,1072
0,0829
0,1012
0,1087
0,0928
0,0904
0,0469
0,1072
0,0695
-0,1349
-0,0728
-0,0909
-0,1097
-0,1070
0,0011
0,0244
0,0217
-0,0458
-0,0330
-0,0562
0,0154
-0,0616
-0,0539
-0,0516
-0,0345
-0,0537
-0,0185
-0,0093
0,1152
0,0833
0,1180
0,1070
0,0106
0,1580
0,1247
0,1541
0,1212
0,1193
0,1098
0,0963
0,0474
0,0784
0,0363
0,0715
0,0382
-0,0156
-0,0168
-0,0314
-0,0664
-0,0723
-0,0389
-0,1032
-0,0800
-0,0770
-0,0919
-0,1004
-0,0914
-0,0663
-0,1220
-0,1159
-0,0971
-0,1469
-0,1428
-0,1699
-0,1416
-0,1525
-0,1658
-0,1407
-0,1677
-0,1371
-0,1872
-0,1995
-0,2133
-0,1646
-0,1529
-0,2221
-0,2013
-0,2094
-0,2002
-0,2204
-0,2119
-0,1983
-0,2349
-0,2263
-0,2386
-0,2015
-0,2301
-0,2873
-0,3061
-0,2908
-0,2926
-0,2921
-0,2923
-0,3079
-0,3272
-0,3576
-0,3241
-0,3186
-0,3230
-0,3740
-0,3713
-0,3725
-0,3703
-0,3727
-0,3729
-0,3687
-0,3769
-0,4067
-0,3975
-0,3935
-0,4090
-0,4187
-0,2892
-0,2727
-0,2043
-0,2438
-0,2389
-0,1454
-0,2515
-0,2005
-0,1558
-0,1588
-0,2342
-0,2561
-0,2440
-0,2549
-0,2305
-0,2378
-0,2469
-0,2299
-0,3082
-0,2385
-0,2823
-0,3105
-0,2695
-0,3108
-0,2577
-0,2255
-0,2011
-0,2575
-0,2728
-0,1065
-0,1441
-0,1954
-0,1799
-0,1126
-0,1393
-0,2094
-0,1784
-0,1805
-0,1658
-0,1981
-0,1656
-0,1534
-0,1404
-0,1268
-0,1469
-0,1473
-0,1514
-0,1248
